Nama,Review,Rating,Tahun
Reborn Xavier,Ulasan Sangat Negative,1,2019
Deto Detroit,Ulasan Sangat Negative,1,2019
NaQueenza V.A,Ulasan Sangat Negative,1,2019
wawan setia,Ulasan Sangat Negative,1,2019
Subairi Heri,Ulasan Sangat Negative,1,2019
Yuli Anto,Ulasan Sangat Negative,1,2019
Adii Mulyono Mulyono,Ulasan Sangat Negative,1,2019
IVAN Kurniawan,Ulasan Sangat Negative,1,2019
Bagas Adi Nugraha,Ulasan Sangat Negative,1,2019
adi mawar,Ulasan Sangat Negative,1,2019
FreeYorK. ID Official,Ulasan Sangat Negative,1,2019
Eva Nindita,Ulasan Sangat Negative,1,2019
Tammy Theresia,Ulasan Sangat Negative,1,2019
muhammad syafii,Ulasan Sangat Negative,1,2019
agnia yunita shariman,Ulasan Sangat Negative,1,2019
MEIDA ANDINY,Ulasan Sangat Negative,1,2019
Rifa Atunisa,Ulasan Sangat Negative,1,2019
CHAERUDIN,Ulasan Sangat Negative,1,2019
Yadi Kate,Ulasan Sangat Negative,1,2019
pro gamers,Ulasan Sangat Negative,1,2019
Ilza Agus,Ulasan Sangat Negative,1,2019
Nur Agus,Ulasan Sangat Negative,1,2019
Ika Viyani,Ulasan Sangat Negative,1,2019
Rillo Wibowo,Ulasan Sangat Negative,1,2019
Andri Murai,Ulasan Sangat Negative,1,2019
Abdul majid,Ulasan Sangat Negative,1,2019
Marhaeni Eeng,Ulasan Sangat Negative,1,2019
Nur Syamsiah,Ulasan Sangat Negative,1,2018
Numandonal Donal,Ulasan Sangat Negative,1,2018
Bugi Arta,Ulasan Sangat Negative,1,2018
Rumpoet,Ulasan Sangat Negative,1,2018
Afffan Muttaqin,Ulasan Sangat Negative,1,2018
N. Handayani,Ulasan Sangat Negative,1,2018
DENDI,Ulasan Sangat Negative,1,2018
Erlisetya Wahyudi,Ulasan Sangat Negative,1,2018
Arif Sutarto,Ulasan Sangat Negative,1,2018
Shava Aditia,Ulasan Sangat Negative,1,2018
kopi kap,Ulasan Sangat Negative,1,2018
Yuli Ana,Ulasan Sangat Negative,1,2018
indra cikas,Ulasan Sangat Negative,1,2018
Supri Adi,Ulasan Sangat Negative,1,2018
Ilham Syah,Ulasan Sangat Negative,1,2018
Farah Fahriah,Ulasan Sangat Negative,1,2018
Raphita Adeline,Ulasan Sangat Negative,1,2018
La Ode Achmad A.M,Ulasan Sangat Negative,1,2018
Solihah Sa'diah,Ulasan Sangat Negative,1,2018
Maya Lita Listiana,Ulasan Sangat Negative,1,2018
Siska marosita,Ulasan Sangat Negative,1,2018
NUNIK MEITASARI,Ulasan Sangat Negative,1,2018
Chef dwi,Ulasan Sangat Negative,1,2018
Annisa Fajrina,Ulasan Sangat Negative,1,2018
Roy Royana (Roy),Ulasan Sangat Negative,1,2018
Endang Susanti,Ulasan Sangat Negative,1,2018
Marliyah CIinta,Ulasan Sangat Negative,1,2018
Eko fery Hd,Ulasan Sangat Negative,1,2018
Anggie Tiffani Istiqomah,Ulasan Sangat Negative,1,2018
KARIONO MILANISTI INDONESIA,Ulasan Sangat Negative,1,2017
Liora adlina,Ulasan Sangat Negative,1,2017
Hanapiah binti Hamdan,Ulasan Sangat Negative,1,2017
Firman Arifin,Ulasan Sangat Negative,1,2017
Cahyo Amiseso,"Brengsek sih. Beli paket katsu yang katanya 2 pcs katsu dan 1 nasi, yang dikirim Gojek cuman 1 pcs katsu dan 1 nasi. Sialan.",2,2025
Purwanti Widya Ayu,"pesanan ready terlalu lama,",2,2024
Muhammad Difva,"pegawai nya kebanyakan becanda, dpt pesanan hampir satu jam lebih.. pelayanan kasir blum mumpuh profesionalitas masih seperti magang , tidak ada kata sambutan",2,2024
Muhammad Solichin,"Lokasi : Berada di pinggir jalan, dan sangat mudah untuk ditemukan.Tempat : Tempat makan yang luas dan sangat nyaman utk kumpul dan menghabiskan ",2,2019
Shendy Revilla Putri,Makannya lumayan. Tp antreenya bikin kurang nyaman. AC nya juga agak kurang terasa. Slot tempat duduk juga minim,2,2019
rendykhoir,"Beli yg paket 1 ekor, sausnya dikit malah.  Pelit.. jd kaya makan sabana di kasih saos aje ",2,2024
Ryan Praditya,"baru kali ini makan richeese bukannya happy karena makanan enak malah kecewaantrian lg panjang, kasirnya cuma 1 doang? ",2,2025
D A,Pelayanannya lama yg di pentingin gojek,2,2025
Chotib chanel,Sebagai driver online saya merasa pelayanan disini kurang profesional.masa jam makan siang ayamnya abis kan ga bangett.mau ga mau kita nunggu sampe 45menit hanya untuk 1 orderan.kepada pengelola tolong diperbaiki manajemennya,2,2021
Steve Lukas,"Pengalaman yang lumayan bad sih, dateng kesini jumat malem2 pas banget masih di hari promo merdeka, serame itu sampe ngantri sampe harus ngambil jalan orang lewat. ",2,2024
Mad Mad,Ini lidah gue yang soak atau emang bumbu fire chicken di sini kurang pedes ya? Fruitarian juga rasanya agak aneh,2,2019
Stevanus Budiawan,Ini fastfood restaurant???Pasti gak bakal balik ke sini lagi  nunggu makanan fastfood kok >30menit,2,2024
Gard Sali,Resto keadaan kurang bersih . Ga ada yg bersih2. Lantai semuanya sampah makanan. Masa karyawan Resto ga ada yg peduli kebersihan meja dan restonya.,2,2024
Ravel,"Saya pesan combo 2 fire chicken rasanya  9/10 , tp sayang antriannya sangat lama, mungkin krn saya datang kebetulan di waktu istirahat makan siang, jam 12.00 pesan makanan baru keluar di jam 12.45 sangat mepet jam masuk istirahat, untuk ",2,2023
Amos PLS,"Karena mungkin uda berdiri lama, jadi kondisi AC nya kurang dingin, jadi agak panas gitu.Dan utk kebersihan nya menurut gw kurang karena banyak bekas makanan di lantai ",2,2022
Anastasia Mutiara,"Pelayanan lama banget, sebenernya ini restoran cepat saji atau apa sih?",2,2024
Muhammad Agha Nur,"Mengantrinya lama. Karena hanya ada dua kasir. Satu kasir khusus pesanan online. Udah gitu parkirannya langsung dipatok tiga ribu, cuman modal dikasih kartu parkir plastik. Makan di tempat sebrang aja cuman bayar parkiran dua ribu.",2,2020
Bayus jaya HVACR,Sudah antri panjang Mau makan di tempat namun sayang pesanan untuk orang tercinta dirumah tidak bisa terpenuhi karena harus antri kembali untuk yang di bawa pulangnya di kasir khusus take away. ,2,2018
Heru Iyoe,"Makanannya sih enak, tapi krn ngelayaninnya lambat banget- ilfil jadinya..Oiya ga ada yg beresin meja yg udah ditinggal pelanggan yg selesai makan.. kastemer harus ngeberesin dan ngelap meja sendiri.. ",2,2018
Imeh Gomezz,"Kecewa beli d'sini,,level 5 gx pedes sama s'kali,,udh gtuch beli combo fire chiken harga 53k bayar 63k...Kurang memuaskan...",2,2022
Leni Octaviani,"baru kali ini kecewa bgt sama richeese, lg ngidam bgt padahal makan ayam richese level 5, soalnya klo ga makan pedas mual mual. eh gatau nya pas nyampe rumah d buka ayam nya saus richeese nya ga merata padahal aku pesen level 5 dan biasa ",2,2019
Koni Ross,"Biasa wes klo resto pengelolanya Indo1. Pasti ada penurunan rasa dan kualitas,  ayam terlalu keras, beda tempat beda rasa,  lebih enak yg cabang bekasi.. ",2,2019
Harpont Harpont,"Take away tetep d charge buat tas, padahal bawa tas. Mana lama ngantri nya.",2,2024
Teti Amoy,"Antri nya lebih parah dari di Arion, AC gak berasa bgt and kalo antri pada berdua jadi org bukan tmn kita ikutan antri disebelah pdhl cuma 1line  . ",2,2019
Ihsan Ilahi zhahir,"Sausnya ga pedas, terlalu encer, beda sama Richeese yang lain. Saus keju nya juga terlalu encer ga terasa kejunya. Mesen dada ayam dikasih paha atas.. Mengecewakan lah pokoknya..",2,2019
Audy Putri,"24jm tp gk pernah komplite,tempat buat Area smoking aj gk pernah ready.. Pelayanannya pada cueek ",2,2019
Nat Natalia,tempat kurang tertata bersih pelayanan super lama ayam biasa aja nothing special,2,2024
Avinsena putra fajri,"Open 24jam tp menu banyak yg habis.kurang bersih  (meja lengket, lantai banyak tissu)Ac gak dingin",2,2019
Deri H,"Antrian terlalu pendek, repot pas antrian panjang, kalo salah ngantri bkn tempat yg delivery nggak mau dilayananin, beuh",2,2017
Gregorius Bevito,Makanannya lama sekali keluar. Tempat bagus,2,2024
Don Borex,"Tempat luas, untuk kumpul dgn tmn pas banget, tp sayang lambat dalam pelayanan",2,2019
yudho satro,Waktu pertama makan disini ayamnya enak dan masih baru digoreng. Tapi sekarang kok ayamnya kaya udah kelamaan digoreng ya..,2,2017
Angga Pradipta,"Sama saja seperti kebanyakan ayam goreng lain, hny beda yg perdana dgn saus keju",2,2019
Farah Annisa,Dluu enak skrg semua berubah  ayam jadi kecil harga jadi mahal dan saus kejunya jadi encer   ,2,2018
Muhammad Aj,antrian cukup panjang.. tempat duduk yg kurang ..hingga terlalu lama untuk menunggu..,2,2018
Karebet Betawi,Pegawainya kurang harus d tambah lagi masa antrian sampe panjang,2,2020
Retno Ayu Kusuma,"Bikin kesel karena antriannya panjang banget, keburu laper nungguin nya",2,2018
Danar Muhamad Taufik,antriannya buat perut udah kenyang blom makan .lbh banyak kasir nya,2,2019
Supri Yadi,"Karyawan nya krng banyak,tambahin kasirnya jangan sampai antrian panjang mksh",2,2018
Indonesia channel,Kasirnya tambah  supaya yg antri ratusan cepat terlayani,2,2018
Chandra Newz,Di sini ga ga bagus sistem antrian nya gak kaya richeese Arion rawamangun yang sistem antrian nya bagus.,2,2019
pah_ hunter,Tempatnya terlihat tidak begitu nyaman buat makan d tempat,2,2018
HFZ,"Tempatnya kurang bersih  gordyn nya robek2, banyak nyamuk kalo malem",2,2018
Morena Metsu,Ayam nya kecil es krimnya juga kecil mahal lagi kaga enak,2,2017
Hard Beat,Panas AC nya low quality. Pelayannya judes anjir,2,2019
Dcdi Wizaya OFFICIAL,Acnya mati terus gerah gk dingin  ,2,2023
Hikmah Wahyuningsih,Pelayanan lama.  Bayar parkir 3000 buat motor.,2,2020
Arrasyi SR,Jumlah kursi meja di lantai atas kurang bnyk,2,2020
Syaiful Hidayat,"Pelayanan sangat LAMBATT , antrian bisa 30menit an,payahh",2,2018
rizaarsenio,Tidak terlalu suka dng bumbu ayamnya,2,2019
Zaki Fauzi,"AC kurang sejuk, pilihan menu terbatas",2,2018
Indra Dinata,Cuma lewat..makannya mah di Mafia.,2,2018
Deti Febrianti,Antrian di Cempaka putih berantakan. Ga kayak di Mempang,2,2019
Dery irawan,Harus ditingkatkan Pelayanannya..,2,2018
Nindi Komalasari,Pelayanannya lama..,2,2019
Dedi Hariyandi,Tempat parkir mobil yang sempit,2,2017
Fadhila Pratama,minim tempat buat sholat,2,2019
indra kurniawan,Lama dalam pelayanannya,2,2019
Bams 2082,Antriannya kurang teratur,2,2019
Ika Oktavia,Ngantrinya super banyak,2,2018
devin fikri,Ngantri,2,2017
Rouf Danang,"ruangan panas,",2,2018
Novadi Indra Pratama,Antrian terlalu panjang,2,2017
Taufik R,Lama2 eneg,2,2019
M Fahri,Lumayan,2,2018
Suwandi Wandi,Cukup,2,2018
Ismuninggar,Saya tidak percaya. Tempatnya sangat kurang bersih . Majikan tidak cekatan membersihkan meja dan ruangan. Dan pembayarannya hanya tunai dan tidak diperbolehkan pembayaran dengan kartu kredit dan debit. Menunya oke dan harganya tidak terlalu mahal ,2,2018
Ending Juniawan,"Harus memiliki sistem manajemen antrian yang lebih baik... Saya harus meluangkan waktu 30 menit hampir setiap kali saya datang ke sini pada malam hari hanya untuk mengantri... namun, saya tidak menemukan yang seperti ini di outlet richeese lainnya",2,2019
Ismu Kholis,"Antriannya panjang sekali, sampai-sampai saya bisa minum dulu sambil merokok",2,2019
Anas abah,Tidak buruk,2,2019
ABUD,Daerah yang padat,2,2020
Ridwan Hakim,Standar,2,2020
Masyogi Adhiputra,Ulasan Negative,2,2024
Endang Saefullah,Ulasan Negative,2,2023
Ilhamprasetya Prasetya,Ulasan Negative,2,2022
Irfan Irfana,Ulasan Negative,2,2022
Ilhan Hafiz,Ulasan Negative,2,2021
Ricky Ferderico,Ulasan Negative,2,2020
Iwan Basuki,Ulasan Negative,2,2020
Gb Nana,Ulasan Negative,2,2020
Safrudin Safrol,Ulasan Negative,2,2020
Siswanto Alian Cempoul,Ulasan Negative,2,2020
Rafif Ramadan,Ulasan Negative,2,2020
Yan ,Ulasan Negative,2,2020
Fendy Achsan,Ulasan Negative,2,2020
Untung Sastra,Ulasan Negative,2,2020
Kunto W,Ulasan Negative,2,2020
Muhammad Rizky,Ulasan Negative,2,2019
Danar Sidarta,Ulasan Negative,2,2019
Felix Jonathan,Ulasan Negative,2,2019
Mariska Szabo,Ulasan Negative,2,2019
Shela Dentia Resti,Ulasan Negative,2,2019
Susanti Niluhmade,Ulasan Negative,2,2019
Asep Sapturi,Ulasan Negative,2,2019
Tati Tati,Ulasan Negative,2,2019
Helida Rianisari,Ulasan Negative,2,2019
budhi kuncoro,Ulasan Negative,2,2019
Ragil Khoirul Niam,Ulasan Negative,2,2019
Eka Anggraini,Ulasan Negative,2,2019
Dyah Ernita,Ulasan Negative,2,2019
Mulia Sari,Ulasan Negative,2,2019
Muhammad Habib Abdillah,Ulasan Negative,2,2018
reva rezovan,Ulasan Negative,2,2018
Sebastian Kusnadi,Ulasan Negative,2,2018
PURWADI MURSID,Ulasan Negative,2,2018
Erick N,Ulasan Negative,2,2018
Diah Hapsari,Ulasan Negative,2,2018
Riyatn Rio,Ulasan Negative,2,2018
Dwika Permana,Ulasan Negative,2,2018
Yan Pieter,Ulasan Negative,2,2018
rio fernandes,Ulasan Negative,2,2018
Obeth,Ulasan Negative,2,2018
Fuja Al-anbiya,Ulasan Negative,2,2018
Yoko o29,Ulasan Negative,2,2018
Devia Apriani,Ulasan Negative,2,2018
Nelly Hanifah,Ulasan Negative,2,2018
Eva Rizky Agustina,Ulasan Negative,2,2018
andreas viga,Ulasan Negative,2,2017
Didin Kurniadi,Ulasan Negative,2,2017
Nadia husnul khotima,Ulasan Negative,2,2017
Rany Sudrajat,Ulasan Negative,2,2017
Dian Aditya,Ulasan Negative,2,2017
Khoirun Nisa,"Pesan take away, sekalian mau cobain varian mie instan nya, pas sebelum bayar info cashier, cuma sisa level 1 dan 0 varian kuah. Yauda pesan yg level 1, tapi pas sudah tunggu pesanan di siapkan, tinggal pick up, cashier blg sisa level 0. ",4,2023
Laras Ratih,Kentangnya kaya udh 3harian.Ga ada rasanya di gigit malah gigit balik alott  wrna nya ga menarik ,4,2024
Nobody,"Tempat selalu rame, staff mobdar mandir tapi tetep aja bagian kurang bersih 2 gak dibersihin. Harus naikin standar kebersihannya sih, lantai kurang bersih  aja dari awal makan sampe pulang gada yg pel, sepertinya kekurangan pegawai. Pdhl tempatnya gede dan enak buat nongkrong abis makan.",4,2024
Elya Almadina,"kadang rame banget, tapi worth it sih. di saranin jangan beli kentangnya, soalnya pas beli kaya ga fresh gitu, udah keras, dan gaenak, overall ayamnya enak",4,2018
Muhammad Rokib Darmawan,"Terlalu lama nunggu sampai 1 jam, harusnya lebib prepare lagi, gak kaya dulu cepet",4,2024
Lusiana Malau,"Siapa yg gk tau Richeese rasa pedasnya nagih. Tapi semakin kesini 4fire wingsnya jadi kecil, jadinya pesen yg 2drumstick, lebih worth it.",4,2019
Ari_27,"Pedas ada levelnya,yg bkin demen sih ada krim keju tpi klo ayam mah kalah sma yg sebrang",4,2018
Tamri Tamris,Salah satu cabang richeese factory yang berada di daerah cempaka putih. Restoran yang menyediakan ayam goreng dengan ciri khas krim keju.,4,2019
Iman Prabawa,"Tempat ini selalu rame, cuma karena saya ngga suka cheese ya buat saya makanannya biasa aja, dan kebersihannya harus ditingkatkan tuh..",4,2018
Dina GS,Klo siang panaaaas di segala penjuru t4 duduk. Tapi kejunya lebih tebal dari Arion Mall,4,2018
Lucky Andhika,Wajib cek struk sebelum meninggalkan kasir. Periksa dengan teliti apakah sesuai dengan yg anda pesan dan sesuai dengan program yg disebutkan kasir.,4,2024
Marcella Cindy,"Untuk yang suka makanan tidak terlalu pedas, level 1 sudah cukup. Level 2 keatas sudah terlalu pedas. Untuk yang masih pemula, bisa juga dicoba level 0 nya.Saya datang pada saat jam makan siang. Untungnya, saya masih kebagian ayamnya. ",4,2020
Aqsal Fahriz,"Tukang parkirnya gak ada sopan santun, gaada adab mending usir aja",4,2024
Denny,"Untuk Rasa Lumayan Enak.Tapi amat disayangkan, setiap makan disana gak pernah dikasih tissue, harus meminta baru dikasih. ",4,2023
Reza Ali,Rasa Lumayan lah. Apalagi bagi pecinta kuliner pedas. Disini bisa jadi pilihan. Ayam goreng renyah dengan saos sambal super pedas dipadukan keju cair menjadikannya cita rasa yang unik. Untuk harga disini relatif terjangkau untuk kalangan ,4,2019
Ibnu Iben,"Lokasi cukup strategis. Pelayanan dan kebersihan standar seperti fast food chain restaurant competitor lainnya, dengan kebersihan tempat cuci tangan dan sabunnya bisa lebih ditingkatkan. Value added dari rasa makanan adalah saus kejunya. Sayang tempat parkirnya sempit.",4,2019
marissa novarinda,"Kebersihan tempatnya kurang ya sekarang, panas juga ruangan indoornya. Mgkn pengaruh jarak antara pintu dan kasir terlalu sempid jd ketika ada antrian pintu terbuka lebar, sehingga ac tidak maksimal. Dibanding kunjungan pertama, yg kedua ini mengecewakan. Cenderung seperti tidak diperhatikan kebersihannya.",4,2019
Yaqi Zamani,"Kalo dr makanannya dah pada tau lah ya, cuman dr antriannya yg saya gak suka.kurangnya pelayanan dan pengarahan dalam mengantri, ada layanan kasir take away tp kayak diabaikan gtu, mana yg ngantri gak sabaran.",4,2018
Amarta Prayuti,"Dibanding recheese factory lainnya, tempat ini terbilang kurang nyaman. Karena tempatnya sempit, lantai 1 digunakan untuk parkir. Selain itu, barisan take away yang dipisah ini biasanya dikhususkan untuk gojek/grab, namun, ini campur dengan ",4,2018
Devi Rezalita,Kalo lagi pengen aja makan richeese.. Dan mending pake aplikasi gofood / grabfood... Tiap kesana... Ku selalu di buat gregetan dgn sistem pelayanan richeese yg L A M A... Kenapa ga bayar dlu... Lalu ada pegawai lain yg siapin... Apakah ,4,2020
Virgo Firmansyah,Pengepresan buat minumannya kurang rekat jd sampe rumah pada tumpah air minumnya kaarena gelasnya sudah pakai bahan kerdus jd tutupnya gak cocok pakai pengepresan. ,4,2021
Amanda Armila,"pesen makan disini malah dibungkus, udah nunggu lama padahal",4,2025
Tri Handoyo,Biasa aja layaknya penjual fried chicken pada umumnya...Cuma bedanya disini pake saos keju ama pedasnya level-levelan gitu...Minumnya sari buah... ,4,2018
adam rabbani,"Makanannya enak dengan harga yg sedikit diatas rata2 fastfoodTetapi saya menemukan masakan dari bahan yang kurang segar/fresh, saya menemukan ",4,2019
Rinny Ermiyanti,"Untuk makanannya sih Ok, khas Richeese.Tapi fasilitas mushallanya, ngga banget. Bau apek.Mushalla sebaiknya diperhatikan kebersihannya, jadi pembeli pada waktu jam shalat ngga perlu buru-buru pulang, karena mushalla yg disediakan nyaman",4,2018
Ikkun Kaitothesea,tmpat bagus tapi untuk parkir lebih mahal dari tempat2 biasanya. klo siang dan agak rame biasanya d lt 2 blm ready ac nya d nyalain kudu mntol nyalain k pegawainya,4,2019
Arrosyi Nilasari,"Makanannya fastfood kebanyakan seperti KFC & McD. Tempatnya kurang bersih  banget. Banyak sampah dan wastafelnya ampun kurang bersih nya. Sepertinya kurang tenaga kebersihan yang sigap untuk membersihkan meja, lantai, dan sampah customer yang sudah selesai makan.",4,2018
Martha Back,"Biasanya meski ada 4 mesin kasir, yg dipake cm 2. Dibagi take away ama dine in, ya siap2 aja antri panjang apalagi pas malam hari.",4,2017
Irfan Hikmatiar,"Lokasi nya strategis, terletak di jalan yang memang banyak tempat makan nya.Suhu AC kurang dingin, Pelayanannya lama. Pada saat akan cuci tangan air nya habis",4,2017
Inez HH,"Gaada electric socket, gaada wifi, terus sistem sausnya minta ke kasir.. kemudian pas minta dikasih saus cabenya gaada, cuma ada tomatTapi untuk pelayanannya masih bagus",4,2019
Inanda Sari Nasution,"Dari rasa biasa aja ayamnya keras, tepungnya keras, dan ayamnya dingin.",4,2024
Van dul Rush,Level tingkat kepedasannya sudah biasa saja tidak pedas seperti pertama kali di buka di daerah cmp putih. Rasa ayamnya lumayanlah,4,2020
Aulia Chairurrijal,"Tempatnya kurang bersih, kadang dapat menghilangkan napsu makan. Tetapi pelayanan bagian servings makanannya cepat. Kadang kalau sudah malam banyak potongan ayam yang sudah out of stock.",4,2018
